name,online_order,book_table,rate,votes,rest_type,cuisines,cost,locality
3G's - Gulp & Groove,Yes,Yes,4.1,664,"Bar, Casual Dining","Finger Food, Continental, Chinese",1100.0,Rajajinagar
Stoned Monkey,Yes,No,4.1,179,Dessert Parlor,"Desserts, Ice Cream",500.0,Rajajinagar
Upsouth,Yes,No,4.1,489,Quick Bites,South Indian,300.0,Rajajinagar
Vayam Veg Fine Dine,Yes,No,3.8,36,Casual Dining,"North Indian, South Indian, Chinese, Mexican",700.0,Rajajinagar
Hatch,Yes,Yes,4.2,470,"Casual Dining, Bar","North Indian, Mangalorean, Seafood",1200.0,Rajajinagar
Petoo,Yes,No,3.9,32,Quick Bites,"North Indian, Fast Food, Street Food",800.0,Rajajinagar
Vande Matharam,Yes,No,2.3,180,Casual Dining,"North Indian, Chinese, South Indian, Street Food",500.0,Rajajinagar
Cream & Fudge,Yes,No,3.3,4,Dessert Parlor,"Ice Cream, Desserts",250.0,Rajajinagar
Dhadoom,Yes,No,4.0,58,Food Court,"North Indian, Street Food, Pizza, Burger, Sandwich",300.0,Rajajinagar
Mumbai Spice,Yes,No,3.7,100,Quick Bites,"North Indian, Chinese",400.0,Rajajinagar
Sree Ganesh Fruit Juice Centre,Yes,No,3.6,12,Beverage Shop,Beverages,100.0,Rajajinagar
Asha Sweets Centre,Yes,No,4.0,73,Sweet Shop,"Mithai, Street Food",250.0,Rajajinagar
Rotti Mane,Yes,No,3.5,35,Quick Bites,South Indian,200.0,Rajajinagar
Waffle Stories,Yes,No,3.9,360,Food Court,Desserts,300.0,Rajajinagar
Height's Cafe - Hotel Bangalore International,Yes,No,3.2,2,Casual Dining,"Continental, South Indian",1000.0,Rajajinagar
Hatti Kaapi,Yes,No,3.7,31,Quick Bites,"South Indian, Beverages",200.0,Rajajinagar
Spices The Food Joint,No,No,3.1,9,Casual Dining,"North Indian, Mangalorean, Chinese",550.0,Rajajinagar
Lassi Corner,Yes,No,3.5,18,Beverage Shop,"Beverages, Desserts",150.0,Rajajinagar
Cafe Bengaluru,No,No,3.3,47,Quick Bites,"Fast Food, Beverages",300.0,Rajajinagar
Cakeport,Yes,No,3.4,36,Dessert Parlor,Bakery,400.0,Rajajinagar
New Kadai,Yes,No,3.8,46,Casual Dining,"North Indian, Chinese, Seafood",700.0,Rajajinagar
Food & Friends,Yes,No,3.0,89,Quick Bites,"Fast Food, Street Food",200.0,Rajajinagar
The Big Bellyz,Yes,No,3.9,105,Quick Bites,"Fast Food, Beverages, Momos",300.0,Rajajinagar
New Savi Sagar,Yes,No,3.3,4,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Rajajinagar
South Spicy Bites,Yes,No,3.7,68,Casual Dining,"North Indian, Chinese",500.0,Rajajinagar
Bakers77,No,No,3.8,35,"Bakery, Quick Bites","Bakery, Fast Food",,Rajajinagar
Chai Point,Yes,No,3.5,4,"Beverage Shop, Quick Bites","Fast Food, Beverages",250.0,Rajajinagar
Jalpaan,Yes,Yes,3.9,675,Casual Dining,"North Indian, Continental",900.0,Rajajinagar
Roll Over,Yes,No,3.8,75,Dessert Parlor,Desserts,350.0,Rajajinagar
Prateeksha Natural Ice cream,Yes,No,,0,Dessert Parlor,Ice Cream,250.0,Rajajinagar
Cave N Dine,Yes,Yes,3.1,405,"Casual Dining, Bar","North Indian, Chinese, Seafood",800.0,Rajajinagar
Bhanu Hindi Military Hotel,Yes,No,3.4,7,Quick Bites,South Indian,300.0,Rajajinagar
Sea Route,Yes,Yes,4.1,428,Casual Dining,"Seafood, North Indian, Chinese",1100.0,Rajajinagar
Samudra Restaurant,Yes,No,3.2,5,Quick Bites,"North Indian, Chinese, Seafood",350.0,Rajajinagar
Crazy Pizza,No,No,3.4,5,"Food Court, Quick Bites","Pizza, Fast Food",400.0,Rajajinagar
Tastie's,No,No,3.2,10,"Quick Bites, Beverage Shop","Fast Food, Beverages, Ice Cream",150.0,Rajajinagar
Domino's Pizza,Yes,No,4.0,377,Quick Bites,"Pizza, Fast Food",400.0,Rajajinagar
Yumjar,Yes,No,,0,Quick Bites,"Fast Food, Beverages, Desserts",300.0,Rajajinagar
The Biryani Culture,Yes,No,3.2,9,Food Court,North Indian,500.0,Rajajinagar
KC Das - Sweet Sadan,Yes,No,3.0,36,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0,Rajajinagar
Baskin Robbins,Yes,No,3.3,24,Dessert Parlor,"Ice Cream, Desserts",250.0,Rajajinagar
Swasthi Spice Restaurant,Yes,No,3.4,590,Casual Dining,"Andhra, North Indian, Chinese, Biryani",600.0,Rajajinagar
Kim Lee Restaurant,Yes,No,3.8,149,Casual Dining,Chinese,700.0,Rajajinagar
Mint Masala,Yes,No,3.8,572,Casual Dining,"Chinese, North Indian",800.0,Rajajinagar
Hotel Durga Shree Grand,Yes,No,3.6,6,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Rajajinagar
1522 - The Pub,Yes,No,4.2,1734,Pub,"Chinese, Continental, North Indian",1400.0,Rajajinagar
Cold Station,Yes,No,3.8,18,Quick Bites,"Fast Food, Desserts",250.0,Rajajinagar
Trofi N Treats,Yes,No,2.8,9,Food Court,"Rolls, Fast Food",250.0,Rajajinagar
Jay Bhavani Vadapav,Yes,No,3.4,26,Quick Bites,"Maharashtrian, Street Food",150.0,Rajajinagar
Beijing Bites,Yes,No,3.7,75,Casual Dining,"Chinese, Thai",850.0,Rajajinagar
Sunny Spice Chinese Restaurant,Yes,No,3.3,44,Casual Dining,"Chinese, Thai, Seafood",650.0,Rajajinagar
Sreeraj Lassi Bar,Yes,No,3.7,71,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Juices",150.0,Rajajinagar
House Of Candy,Yes,No,,0,Confectionery,Desserts,200.0,Rajajinagar
Donne Biriyani Mane,Yes,No,3.6,33,Quick Bites,"Biryani, Kebab",300.0,Rajajinagar
Kettle & Kegs,Yes,No,3.3,9,"Takeaway, Delivery","Tea, Beverages",200.0,Rajajinagar
Mehfil Family Restaurant,Yes,No,3.0,81,Quick Bites,North Indian,750.0,Rajajinagar
Masale Daan,No,No,,0,"Takeaway, Delivery",North Indian,350.0,Rajajinagar
Cafe Frying Wagon,Yes,No,,0,Quick Bites,"Chinese, Rolls",400.0,Rajajinagar
Bademiyan Kebabs,Yes,No,3.8,86,Casual Dining,"Kebab, Hyderabadi, Biryani, Charcoal Chicken",600.0,Rajajinagar
Malleshwaram Dosa Corner,Yes,No,4.4,109,Quick Bites,South Indian,120.0,Rajajinagar
Aromas Of South,No,No,3.7,46,Casual Dining,South Indian,1000.0,Rajajinagar
B52 - Sports Bar,Yes,Yes,3.5,109,Bar,"Continental, American, Chinese, Finger Food",1200.0,Rajajinagar
Kubera Veg and Non-Veg,Yes,No,3.4,10,Quick Bites,"Andhra, Chinese, South Indian",300.0,Rajajinagar
Hotel Girija Sagar,Yes,No,3.3,5,Quick Bites,South Indian,200.0,Rajajinagar
Food Square,Yes,No,3.2,4,Quick Bites,"Chinese, Street Food, Rolls",250.0,Rajajinagar
La Heaven,Yes,No,3.9,88,"Bakery, Dessert Parlor","Bakery, Desserts",400.0,Rajajinagar
Savji's Roll 'N' Biryani,Yes,No,3.9,441,Quick Bites,"North Indian, Chinese, Biryani, Rolls",250.0,
Khan Saheb Grills and Rolls,Yes,No,2.7,24,"Food Court, Quick Bites","Fast Food, Rolls",400.0,Rajajinagar
A2B Veg - Adyar Ananda Bhavan,Yes,No,2.9,96,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Rajajinagar
Cookie Man,Yes,No,3.7,31,Dessert Parlor,Bakery,150.0,Rajajinagar
Srushti Coffee,No,No,3.4,9,Quick Bites,South Indian,300.0,Rajajinagar
Gowda's Biriyani Corner,Yes,No,3.8,91,Quick Bites,"North Indian, South Indian, Biryani",250.0,Rajajinagar
Sizzling China,Yes,No,2.9,23,Food Court,Chinese,300.0,Rajajinagar
BDBD Banashri Davangere Benne Dose Hotel,Yes,No,3.7,16,Quick Bites,South Indian,150.0,Rajajinagar
Rolls Kitchen,Yes,No,3.8,78,"Takeaway, Delivery","Fast Food, Rolls",250.0,Rajajinagar
Race Course Restaurant,Yes,No,3.2,9,Quick Bites,"Chinese, North Indian, South Indian",450.0,Rajajinagar
New Fishland,No,No,3.9,40,Quick Bites,"Seafood, Chinese, North Indian, South Indian",400.0,Rajajinagar
Patiala Lassi,Yes,No,3.4,8,Beverage Shop,Beverages,150.0,Rajajinagar
Sri Maruthi Miltry Hotel,Yes,No,3.9,98,Quick Bites,South Indian,300.0,Rajajinagar
Sai Cafe Veg,No,No,3.5,11,Quick Bites,Fast Food,250.0,Rajajinagar
By 2 Coffee,Yes,No,4.3,310,Quick Bites,South Indian,100.0,Rajajinagar
Chikpet Donne Biriyani House,Yes,No,3.7,297,Quick Bites,"Biryani, Kebab",400.0,Rajajinagar
Crescent Avenue - Hotel Bangalore International,Yes,No,3.6,41,Casual Dining,"North Indian, Continental, Chinese, Asian, Thai",1400.0,Rajajinagar
Nandhana Palace,No,No,4.0,930,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0,Rajajinagar
Mayura 1989,No,No,3.7,103,"Casual Dining, Bar","Andhra, Continental, Chinese",900.0,Rajajinagar
Kitchen King Naati Style,Yes,No,3.8,27,Casual Dining,South Indian,500.0,Rajajinagar
Eater's Cart,Yes,No,3.5,16,"Takeaway, Delivery","Chinese, Continental, North Indian, South Indian",250.0,Rajajinagar
Biryani Day,Yes,No,3.8,216,Quick Bites,"Biryani, Kebab",400.0,Rajajinagar
Halli Donne Biryani Nati Style,Yes,No,3.4,77,Quick Bites,Biryani,400.0,Rajajinagar
New Shetty Lunch Home,No,No,3.3,6,Quick Bites,"Mangalorean, Seafood, South Indian",400.0,Rajajinagar
Roast 'N' Frost,Yes,No,3.7,18,Quick Bites,"Fast Food, Desserts",200.0,Rajajinagar
Nammura Baduta,Yes,No,3.3,8,Quick Bites,South Indian,350.0,Rajajinagar
New Prashanth Hotel,Yes,No,3.2,123,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750.0,
Iyer Mess,Yes,No,4.1,327,Mess,South Indian,150.0,Rajajinagar
Hotel Karavali Fish Palace,Yes,No,3.8,20,Quick Bites,"Seafood, South Indian, Chinese",400.0,Rajajinagar
Donne Biriyani Angadi Mane,Yes,No,3.4,83,Quick Bites,"Biryani, Chinese",250.0,Rajajinagar
New Prashanth Hotel,Yes,No,3.3,4,Quick Bites,"South Indian, Biryani",400.0,Rajajinagar
Break Hour,Yes,No,4.0,97,Quick Bites,"Chinese, Beverages",150.0,Rajajinagar
Hotel Prashanth,Yes,No,3.9,63,Quick Bites,North Indian,350.0,Rajajinagar
Malgudi's Donne Biriyani,No,No,3.8,102,Quick Bites,Biryani,350.0,Rajajinagar
LV Venkateshwara Jolada Rotti Oota,Yes,No,3.9,35,Quick Bites,South Indian,300.0,Rajajinagar
Brahmins' Thatte Idli,Yes,No,3.9,126,Quick Bites,South Indian,100.0,Rajajinagar
Quickie's,Yes,No,3.9,87,Quick Bites,"Fast Food, Rolls",200.0,Rajajinagar
Shanthi Sagar,Yes,No,3.8,74,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Beverages",400.0,Rajajinagar
Ragoo's Kitchen,Yes,No,3.1,94,Quick Bites,"Mangalorean, Chinese, North Indian, Biryani",350.0,
Thanco's Natural Ice Cream,No,No,3.1,8,Dessert Parlor,"Ice Cream, Desserts",450.0,Rajajinagar
Chickpet Donne Biryani House,Yes,No,3.7,163,Quick Bites,Biryani,250.0,Rajajinagar
Hotel Pork Paradise,No,No,3.7,21,Quick Bites,South Indian,300.0,Rajajinagar
Frozen Bottle,Yes,No,3.8,18,Beverage Shop,"Beverages, Desserts",400.0,Rajajinagar
Chandus Delux,Yes,No,3.9,81,Casual Dining,"South Indian, North Indian, Seafood, Chinese",600.0,Rajajinagar
Sree Banashankari Donne Biriyani,Yes,No,,0,Quick Bites,"Biryani, South Indian",250.0,Rajajinagar
Fish Palace,No,No,3.0,28,Quick Bites,"Mangalorean, Chinese, Seafood, North Indian",450.0,Rajajinagar
Maiyas,Yes,No,3.9,291,"Quick Bites, Bakery","South Indian, North Indian, Chinese, Bakery, Desserts",300.0,Rajajinagar
Surya Refreshments,Yes,No,3.9,41,Quick Bites,South Indian,150.0,Rajajinagar
Atithi,No,No,3.7,18,Casual Dining,North Indian,750.0,Rajajinagar
Dharwad Line Bazar Mishra Pedha,No,No,3.4,8,"Takeaway, Delivery",Desserts,150.0,Rajajinagar
Sangam Sweets,Yes,No,3.1,27,Sweet Shop,"Mithai, Street Food",200.0,Rajajinagar
Dose Mane,No,No,,0,"Takeaway, Delivery",South Indian,150.0,Rajajinagar
Goli Vada Pav No. 1,No,No,3.6,42,Quick Bites,Street Food,200.0,Rajajinagar
Hotel Savaji's,No,No,3.5,36,Quick Bites,South Indian,300.0,Rajajinagar
Sri Krishna Sweets,Yes,No,3.7,27,Sweet Shop,Mithai,250.0,Rajajinagar
Dhana Lakshmi Family Restaurant,No,No,,0,Casual Dining,"Chinese, North Indian",650.0,Rajajinagar
Nimma Dharwad Mane,No,No,,0,Quick Bites,South Indian,300.0,Rajajinagar
Sweet Chariot,Yes,No,3.1,7,Dessert Parlor,"Bakery, Fast Food",500.0,Rajajinagar
Gowdru Mane Baduta,No,No,,0,Quick Bites,"Chinese, South Indian",300.0,Rajajinagar
Biryani Treat,No,No,,0,Quick Bites,Biryani,400.0,Rajajinagar
Lassi & Cream,Yes,No,3.2,4,Quick Bites,Fast Food,200.0,Rajajinagar
Indian's Biriyani Point,No,No,3.3,5,Quick Bites,"Biryani, Chinese",200.0,Rajajinagar
Sri Venkateshwara Utsav,No,No,,0,Quick Bites,"South Indian, North Indian, Chinese",400.0,Rajajinagar
S.S Naati Style Hotel,No,No,,0,Quick Bites,"Biryani, South Indian",300.0,Rajajinagar
Royal Biriyani Spot,No,No,,0,Quick Bites,"Biryani, South Indian",200.0,Rajajinagar
Northern Flavour,No,No,,0,"Takeaway, Delivery",North Indian,300.0,Rajajinagar
Satyam Sweets,No,No,,0,Sweet Shop,"Mithai, Street Food",450.0,Rajajinagar
Manjunatha Condiments,No,No,,0,Quick Bites,"Fast Food, South Indian",200.0,Rajajinagar
Dhanya Nati Style Restaurant,No,No,3.1,37,Quick Bites,South Indian,300.0,Rajajinagar
Biriyani Adda,No,No,3.1,38,Quick Bites,"Biryani, Fast Food",350.0,Rajajinagar
The Cake Factory,No,No,3.4,4,Bakery,Bakery,300.0,Rajajinagar
Swadisht Inn,No,No,3.5,15,Casual Dining,"Andhra, South Indian, Biryani, North Indian, Mangalorean",700.0,Rajajinagar
Bombay Kulfis,No,No,3.3,6,Dessert Parlor,Ice Cream,200.0,Rajajinagar
Gowdru Mane Bhaduta,No,No,3.2,4,Quick Bites,"North Indian, South Indian",400.0,Rajajinagar
Altaj Restaurant,No,No,3.4,7,Casual Dining,"North Indian, Chinese",700.0,Rajajinagar
Sri Durga Grand,No,No,3.3,5,Quick Bites,"South Indian, Chinese",300.0,Rajajinagar
Organic,No,No,,0,"Beverage Shop, Dessert Parlor","Beverages, Desserts",300.0,Rajajinagar
The Right Moo Organic Icecreams,No,No,,0,Dessert Parlor,Desserts,300.0,Rajajinagar
Mallnad Hotel,No,No,3.2,4,Quick Bites,"North Indian, Chinese",300.0,Rajajinagar
Shradhi Lunch Home,No,No,3.2,4,Quick Bites,"Mughlai, North Indian, Chinese",400.0,Rajajinagar
Goodness! Beverages,No,No,,0,"Takeaway, Delivery",Beverages,250.0,Rajajinagar
Star Biryani & Kebab Centre,No,No,3.4,10,Quick Bites,"Biryani, Kebab",150.0,Rajajinagar
Next Corner,No,No,,0,Quick Bites,North Indian,150.0,Rajajinagar
Grilled Fish,No,No,,0,"Takeaway, Delivery","Seafood, Hyderabadi, Chinese",400.0,Rajajinagar
Cool Palace,No,No,,0,Confectionery,"Fast Food, Beverages",100.0,Rajajinagar
Hotel Udupi Sagar,No,No,,0,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Rajajinagar
Banashankari Biriyani,No,No,,0,Quick Bites,"Biryani, South Indian",300.0,Rajajinagar
RK Hotel,No,No,,0,Quick Bites,"South Indian, Biryani",300.0,Rajajinagar
La Mirch,No,No,,0,Delivery,"North Indian, Kashmiri",400.0,Rajajinagar
The Juice Station,Yes,No,,0,"Beverage Shop, Quick Bites","Juices, Sandwich, Burger, Beverages, Continental",200.0,Rajajinagar
Ambika Biryani Corner,No,No,3.5,37,Quick Bites,Biryani,300.0,Rajajinagar
Chickz N Cheez,Yes,No,3.4,22,Quick Bites,"North Indian, Fast Food",300.0,Rajajinagar
Sweetypie,No,No,,0,Bakery,Bakery,300.0,Rajajinagar
Just Bake,No,No,,0,Bakery,Bakery,400.0,Rajajinagar
Udupa Fast Food,No,No,3.3,4,Quick Bites,South Indian,400.0,Rajajinagar
Buttercup Bakes,No,No,3.6,12,Bakery,"Bakery, Desserts",500.0,Rajajinagar
Lassi n Chats,No,No,,0,Quick Bites,"Street Food, Juices",150.0,Rajajinagar
New Prashantha Naati Corner,No,No,3.3,6,Quick Bites,South Indian,400.0,Rajajinagar
Gundappa Donne Biryani,Yes,No,3.8,177,Quick Bites,Biryani,300.0,Rajajinagar
Karnataka Bhel House,No,No,4.1,453,Quick Bites,Street Food,100.0,Rajajinagar
Cinnamon,No,No,3.7,28,Casual Dining,"North Indian, Asian, Continental",1000.0,Rajajinagar
Papanna's Biriyani,No,No,3.9,175,Quick Bites,"Biryani, South Indian",350.0,Rajajinagar
Malleshwaram Holige Mane,No,No,3.5,7,Quick Bites,South Indian,200.0,Rajajinagar
Grand Sweets & Snacks,No,No,3.3,5,Sweet Shop,"Mithai, Fast Food",300.0,Rajajinagar
MouthFull Of Cake,No,No,3.9,57,Quick Bites,Desserts,600.0,
Hare Krishna Kuteera,No,No,,0,Quick Bites,South Indian,200.0,Rajajinagar
Sri Prasanna Military Hotel,No,No,,0,Quick Bites,South Indian,250.0,Rajajinagar
CREZZO,No,No,,0,Delivery,"South Indian, Biryani",300.0,Rajajinagar
Fnp Cakes 'N' More,No,No,,0,Bakery,Bakery,150.0,Rajajinagar
Shaken & Stirred,Yes,No,3.9,86,"Bar, Casual Dining","Continental, North Indian, Chinese",1500.0,Rajajinagar
Parinitha Biryani Corner,Yes,No,3.3,5,Quick Bites,"Biryani, Kebab",300.0,Rajajinagar
Ajantha Hotel,Yes,No,,0,Quick Bites,"North Indian, South Indian",250.0,Rajajinagar
Kaulige Millet Corner,No,No,3.3,4,Quick Bites,"Healthy Food, South Indian",150.0,Rajajinagar
Benaka Sweets,No,No,3.3,7,Sweet Shop,Mithai,300.0,Rajajinagar
Ganesh Grand,No,No,3.7,31,Quick Bites,"South Indian, North Indian, Desserts",300.0,Rajajinagar
All Shook Up!,Yes,No,3.6,19,"Dessert Parlor, Beverage Shop","Desserts, Beverages",300.0,Rajajinagar
Falafal,Yes,No,3.3,4,"Takeaway, Delivery","Healthy Food, Juices",200.0,Rajajinagar
The Sip Shop,Yes,No,3.3,4,Quick Bites,"Pizza, Beverages, Ice Cream",200.0,Rajajinagar
Natural Ice Cream,No,No,4.3,190,Dessert Parlor,"Ice Cream, Beverages",200.0,Rajajinagar
California Burrito,No,No,4.2,124,Food Court,"Mexican, Fast Food",400.0,Rajajinagar
Park View Restaurant,No,No,3.8,128,Casual Dining,"North Indian, Chinese, Continental",600.0,Rajajinagar
Kentaky Fast Food,No,No,3.2,46,Quick Bites,"North Indian, Chinese, Seafood",350.0,Rajajinagar
Namana Restaurant,No,No,3.7,30,Quick Bites,"North Indian, Chinese, Mangalorean",300.0,Rajajinagar
Viking,No,No,2.9,86,Casual Dining,"Chinese, North Indian",450.0,Rajajinagar
Samruddhi - The Perfect Dine,No,No,,0,Casual Dining,"South Indian, North Indian, Arabian, Continental",600.0,Rajajinagar
Apsara Ice Cream,Yes,No,4.0,25,Dessert Parlor,"Ice Cream, Desserts",200.0,Rajajinagar
Chopstick World,No,No,4.0,178,Casual Dining,"Chinese, North Indian",750.0,Rajajinagar
Vijayalakshmi Veg,No,No,,0,Quick Bites,South Indian,200.0,Rajajinagar
Swadh Biryani Tandoori Spot,No,No,,0,Quick Bites,"Biryani, Fast Food",200.0,Rajajinagar
L J Fast Food,No,No,3.3,6,Quick Bites,Chinese,300.0,Rajajinagar
Grits Cafe,Yes,No,3.6,15,Quick Bites,"Fast Food, Bakery",300.0,Rajajinagar
Garden City Mobile Biryani,No,No,,0,Food Truck,Biryani,200.0,Rajajinagar
The Donut Baker,No,No,3.5,8,"Bakery, Dessert Parlor",Desserts,150.0,Rajajinagar
Sapthagiri Non Veg,No,No,,0,Quick Bites,Fast Food,300.0,Rajajinagar
Matsya Lunch Home,Yes,No,3.8,13,Quick Bites,Mangalorean,400.0,Rajajinagar
Zaayeqa Multi Cuisine Restaurant,No,No,3.3,59,Casual Dining,"Mughlai, North Indian, Chinese",,Rajajinagar
Krazy Adda,No,No,,0,Quick Bites,"Fast Food, Beverages",200.0,Rajajinagar
Sri Balaji Juice And Chats,No,No,,0,"Quick Bites, Beverage Shop","Fast Food, Beverages",400.0,Rajajinagar
F.M Biryani Paradise,No,No,,0,Quick Bites,Biryani,300.0,Rajajinagar
Sandwich Corner,No,No,,0,"Takeaway, Delivery",Sandwich,200.0,Rajajinagar
Grub by 3G's,No,No,3.3,4,Casual Dining,"Continental, North Indian",1500.0,Rajajinagar
Currylicious,No,No,3.1,49,Food Court,"South Indian, Mangalorean, Kerala",800.0,Rajajinagar
The Rasoi,No,No,3.7,33,Casual Dining,"North Indian, Chinese, Hyderabadi",650.0,Rajajinagar
Cake of the day,No,No,3.3,16,"Takeaway, Delivery",Desserts,300.0,Rajajinagar
Yumms,No,No,,0,Sweet Shop,Mithai,250.0,Rajajinagar
Gajanana Juice Centre,No,No,,0,Beverage Shop,"Beverages, Juices",100.0,Rajajinagar
Punjabi Tasty Khana,No,No,,0,Quick Bites,"North Indian, Chinese, Biryani",450.0,Rajajinagar
The B2B Cart,No,No,,0,Food Truck,Fast Food,300.0,Rajajinagar
The Cinema,No,No,,0,,,,Rajajinagar
Berrylicious,No,No,,0,Dessert Parlor,"Ice Cream, Desserts, Bakery",400.0,Rajajinagar
SnacksGuru,No,No,,0,Quick Bites,Fast Food,250.0,Rajajinagar
Sri Gundappa Sweets,No,No,,0,Sweet Shop,Mithai,400.0,Rajajinagar
RR Dum Biryani,No,No,,0,Quick Bites,"Biryani, Kebab",300.0,Rajajinagar
BBQ Nation Delivery,Yes,No,,0,Delivery,"BBQ, Mughlai",750.0,Rajajinagar
Nebula,No,No,3.3,6,Casual Dining,"North Indian, Chinese, Thai, Italian, South Indian",700.0,Rajajinagar
Cravingz,No,No,3.8,16,Food Court,"Fast Food, Beverages",400.0,Rajajinagar
Lakshmi Mess,No,No,3.3,13,Mess,South Indian,200.0,Rajajinagar
Bangalore City Flowers And Cakes,No,No,,0,Bakery,Bakery,200.0,Rajajinagar
Srushti Veg,No,No,3.3,6,Casual Dining,"North Indian, South Indian, Chinese",600.0,Rajajinagar
Swathi Delux,No,No,3.2,11,Casual Dining,"North Indian, Chinese, Andhra",450.0,Rajajinagar
Cream and Bakes,No,No,3.3,7,Dessert Parlor,Desserts,100.0,Rajajinagar
Cream Factory,No,No,3.4,17,Dessert Parlor,Desserts,400.0,Rajajinagar
Bansuri Sweets,No,No,3.5,49,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",250.0,Rajajinagar
Pure & Natural,No,No,2.6,30,Quick Bites,"Healthy Food, Beverages, Fast Food",500.0,Rajajinagar
Samosa Singh,No,No,,0,Delivery,"Street Food, Beverages",150.0,Rajajinagar
Bindu Sri Nati Style Hotel,No,No,,0,Quick Bites,South Indian,300.0,Rajajinagar
U K Saviruchi Food Store,No,No,,0,Quick Bites,"South Indian, North Indian",150.0,Rajajinagar
Public Cafe,No,No,,0,Delivery,Continental,700.0,Rajajinagar
Lassi Zone,No,No,,0,Beverage Shop,"Beverages, Juices, Ice Cream",200.0,Rajajinagar
KOOL-JOINT,No,No,,0,Quick Bites,"Ice Cream, Fast Food, Beverages",300.0,Rajajinagar
Kake Ka Hotel,No,No,,0,Delivery,North Indian,400.0,Rajajinagar
Hungry Folks Snacks Drinks,Yes,No,,0,Quick Bites,Fast Food,200.0,Rajajinagar
Mayur Veg Restaurant,No,No,,0,Quick Bites,"South Indian, Chinese, North Indian, Juices",250.0,Rajajinagar
Cauvery Punjabi Khana,No,No,3.4,11,Quick Bites,"North Indian, South Indian",300.0,Rajajinagar
Ministry of Burger,No,No,,0,Delivery,Continental,500.0,Rajajinagar
Cauvery Veg Restaurant,No,No,,0,Quick Bites,North Indian,300.0,Rajajinagar
Ma~Ga~Di,No,No,3.3,12,Casual Dining,"North Indian, South Indian, Chinese",800.0,Rajajinagar
Kabab Center,No,No,,0,Quick Bites,"Biryani, Kebab",300.0,Rajajinagar
Four Seasons Fast Food,No,No,3.3,20,Quick Bites,"North Indian, Chinese, Biryani",400.0,Rajajinagar
Sbarro,No,No,2.8,270,Food Court,Pizza,500.0,Rajajinagar
Srinathji's,Yes,No,,0,"Bakery, Dessert Parlor","Bakery, Desserts",400.0,Rajajinagar
Fortune,No,No,,0,Takeaway,South Indian,300.0,Rajajinagar
Mojo Pizza - 2X Toppings,Yes,No,4.2,290,"Takeaway, Delivery",Pizza,600.0,Rajajinagar
New Bombay Vada Pav,No,No,3.4,61,Quick Bites,Fast Food,150.0,Rajajinagar
Hotel Karavali Beach,Yes,No,3.5,19,Casual Dining,"Seafood, Mangalorean, Chinese",500.0,Rajajinagar
Melting Melodies,Yes,No,3.3,10,"Dessert Parlor, Bakery","Desserts, Bakery",250.0,Rajajinagar
The Fiery Indian Kitchen,Yes,No,3.4,7,Casual Dining,North Indian,700.0,Rajajinagar
Lucky Bites,No,No,3.4,7,Quick Bites,"Fast Food, Chinese",,Rajajinagar
Sethi's,Yes,No,,0,Delivery,"North Indian, Chinese",600.0,Rajajinagar
Seafood Dot Grill,Yes,No,3.9,36,"Casual Dining, Bar","Seafood, North Indian, Mangalorean",1200.0,Rajajinagar
O.G. Variar & Sons,No,No,4.8,1161,Bakery,"Bakery, Desserts",200.0,Rajajinagar
Amma's Pastries,No,No,3.8,56,"Bakery, Dessert Parlor","Bakery, Desserts",400.0,Rajajinagar
Just bake,Yes,No,3.5,14,Bakery,Bakery,400.0,Rajajinagar
Big Mishra Pedha,No,No,,0,Sweet Shop,"Mithai, Street Food",250.0,Rajajinagar
Peppermint,No,No,3.4,10,"Dessert Parlor, Quick Bites","Ice Cream, Fast Food",350.0,Rajajinagar
Kavitha Bakery,No,No,,0,Bakery,Bakery,400.0,Rajajinagar
Sri Venkateshwara Sweet House,No,No,3.3,8,Dessert Parlor,Desserts,100.0,Rajajinagar
Karigiri Refreshments,No,No,3.7,10,Quick Bites,Fast Food,300.0,Rajajinagar
Cream House,No,No,3.0,28,Dessert Parlor,Desserts,300.0,Rajajinagar
Golawala,No,No,,0,Dessert Parlor,Desserts,200.0,Rajajinagar
Holige Mane,No,No,3.6,15,Sweet Shop,"Mithai, Desserts",100.0,Rajajinagar
The Dessert Destination,No,No,,0,Dessert Parlor,Desserts,300.0,Rajajinagar
Nandhana Mithai,No,No,,0,Sweet Shop,"Mithai, Desserts",500.0,Rajajinagar
Shanthala Icecreams,No,No,3.4,7,Dessert Parlor,"Ice Cream, Desserts",150.0,Rajajinagar
Aishwarya Sweets,Yes,No,3.6,24,Sweet Shop,"Mithai, Street Food",250.0,Rajajinagar
Bakers Paradise,No,No,3.0,8,"Bakery, Dessert Parlor","Bakery, Desserts, Beverages",100.0,Rajajinagar
